7033.8 0.001951986
7038.8 0.0018413653
7043.8 9.5641464E-4
7048.8 2.3779627E-4
7053.8 -5.6855447E-5
7058.8 2.3812299E-4
7063.8 -4.8455226E-4
7068.8 -5.397141E-4
7073.8 -7.9928047E-4
7078.8 -3.8058935E-4
7083.8 -5.9178518E-4
7088.8 -3.7232718E-4
7093.8 3.7711136E-4
7098.8 0.0014156587
7103.8 0.0034521102
7104.8 0.0042971963
7105.8 0.0049986419
7106.8 0.0060508965
7107.8 0.0072582935
7108.8 0.0081855421
7109.8 0.010516072
7110.1 0.011400194
7110.4 0.012840153
7110.7 0.014038438
7111 0.015831212
7111.3 0.018437904
7111.6 0.022221049
7111.9 0.028260266
7112.2 0.036411871
7112.5 0.044995022
7112.8 0.051896483
7113.1 0.052850954
7113.4 0.051193192
7113.7 0.049888425
7114 0.048752129
7114.3 0.047662866
7114.6 0.046037204
7114.9 0.044170312
7115.2 0.043740316
7115.5 0.043955898
7115.8 0.04524874
7116.1 0.047244358
7116.4 0.049384241
7116.7 0.053115136
7117 0.058166703
7117.3 0.064417235
7117.6 0.072733434
7117.9 0.082462855
7118.2 0.094515088
7118.5 0.10864672
7118.8 0.12581927
7119.1 0.1460246
7119.4 0.16940436
7119.7 0.19366915
7120 0.21991383
7120.3 0.24785064
7120.6 0.27632879
7120.9 0.3064922
7121.2 0.33904904
7121.5 0.37609631
7121.8 0.41990342
7122.1 0.46694195
7122.4 0.5168713
7122.7 0.56342376
7123 0.60676639
7123.3 0.64183346
7123.6 0.6650155
7123.9 0.67816987
7124.2 0.68272351
7124.5 0.68404243
7124.8 0.68506801
7125.1 0.68939606
7125.4 0.69863995
7125.7 0.71532898
7126 0.74067656
7126.3 0.77317504
7126.6 0.81710515
7126.9 0.86434064
7127.2 0.92476966
7127.5 0.99221828
7127.8 1.0603159
7128.1 1.1290278
7128.4 1.1895949
7128.7 1.2451309
7129 1.2885676
7129.3 1.3177076
7129.6 1.3359891
7129.9 1.3439272
7130.2 1.3450209
7130.5 1.3391094
7130.8 1.3289819
7131.1 1.3177592
7131.4 1.3058427
7131.7 1.2916878
7132 1.2795236
7132.3 1.2662982
7132.6 1.2539961
7132.9 1.2412871
7133.2 1.2281491
7133.5 1.2155337
7133.8 1.2034029
7134.85 1.1648303
7135.91 1.1400442
7136.96 1.1305802
7138.01 1.133028
7139.06 1.1436445
7140.12 1.1625474
7141.17 1.1853969
7142.22 1.2064113
7143.27 1.2142612
7144.33 1.1993872
7145.38 1.1627822
7146.43 1.1153473
7147.48 1.0625624
7148.54 1.0112961
7149.59 0.96585584
7150.64 0.92642725
7151.69 0.8945679
7152.75 0.86770789
7153.8 0.84773989
7154.85 0.83330609
7155.91 0.82403216
7156.96 0.81955257
7158.01 0.82069006
7159.06 0.8247669
7160.12 0.83205488
7161.17 0.84183584
7162.22 0.85202375
7163.27 0.86259799
7164.33 0.87345783
7165.38 0.88263957
7166.43 0.89874789
7167.48 0.91303204
7168.54 0.92706696
7169.59 0.93973297
7170.64 0.95179279
7171.7 0.96430012
7172.75 0.97440952
7173.8 0.98694977
7174.85 0.99967871
7175.9 1.0094571
7176.96 1.017258
7178.01 1.0217608
7179.06 1.0249767
7180.12 1.0270128
7181.17 1.028254
7182.22 1.0315893
7183.27 1.0354664
7184.33 1.0378689
7185.38 1.0419348
7186.43 1.0457507
7187.48 1.0491222
7188.54 1.0527463
7189.59 1.0551841
7190.64 1.0569421
7191.69 1.0592307
